
============GCS to UAV: Control Commands===========
 TELEMETRY Recvd: @@@U_002***18***1626069826.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.9144661#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000544599606656,yaw=-0.120694808662,roll=-6.6222901296e-06#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_000***19***1626069827.69***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.8045034#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, -0.1, 0.0]#attitude|Attitude:pitch=-0.00103569682688,yaw=-0.140792176127,roll=-0.00547435879707#airspeed|0.0#groundspeed|0.0heading|351#*** 

 TELEMETRY Recvd: @@@U_001***19***1626069827.7***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.808101199999#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.01, -0.1, 0.0]#attitude|Attitude:pitch=-0.00105436879676,yaw=-0.140888482332,roll=-0.00546738179401#airspeed|0.0#groundspeed|0.0heading|351#*** 

 TELEMETRY Recvd: @@@U_002***19***1626069827.8***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.9151602#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.01, -0.1, 0.0]#attitude|Attitude:pitch=-0.00107494788244,yaw=-0.140991941094,roll=-0.00546016450971#airspeed|0.0#groundspeed|0.0heading|351#*** 

 TELEMETRY Recvd: @@@U_001***20***1626069828.71***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.8094741#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.22, 0.0]#attitude|Attitude:pitch=-0.00278682634234,yaw=-0.176889628172,roll=-0.0107477288693#airspeed|0.0#groundspeed|0.0heading|349#*** 

 TELEMETRY Recvd: @@@U_000***20***1626069828.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.8502615#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.22, 0.0]#attitude|Attitude:pitch=-0.00277188164182,yaw=-0.176796078682,roll=-0.0107570951805#airspeed|0.0#groundspeed|0.0heading|349#*** 

 TELEMETRY Recvd: @@@U_002***20***1626069828.8***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.862129#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.22, 0.0]#attitude|Attitude:pitch=-0.0028034443967,yaw=-0.176990151405,roll=-0.0107376752421#airspeed|0.0#groundspeed|0.0heading|349#*** 

 TELEMETRY Recvd: @@@U_001***21***1626069829.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|Locat
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***21***1626069829.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.8459736#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.03, -0.27, 0.0]#attitude|Attitude:pitch=-0.00335056660697,yaw=-0.210474997759,roll=-0.0119936056435#airspeed|0.0#groundspeed|0.0heading|347#***      36895***     36914*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***21***1626069829.77***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.843505000001#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.03, -0.27, 0.0]#attitude|Attitude:pitch=-0.0033387390431,yaw=-0.210386320949,roll=-0.0120035437867#airspeed|0.0#groundspeed|0.0heading|347#***      36917***     36929*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***21***1626069829.85***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.946880799999#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.03, -0.27, 0.0]#attitude|Attitude:pitch=-0.00338622508571,yaw=-0.218479946256,roll=-0.0119257140905#airspeed|0.0#groundspeed|0.0heading|347#***      36987***     37006*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***4***1626069830.551485***COMMAND:ARM***      37665***     37668*** 

>>>>>> Average Network Delay for command packets: 5.000000 MilliSec.

LteSignalStrength= 0.000288 dBm*** LteSINR= 606328718603.982544 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***5***1626069830.55181***COMMAND:ARM***      37665***     37669*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***6***1626069830.552039***COMMAND:ARM***      37665***     37670*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***7***1626069830.635658***COMMAND:HEARTBEAT_MESSAGE***      37737***     37740*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***8***1626069830.637243***COMMAND:HEARTBEAT_MESSAGE***      37737***     37741*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***9***1626069830.637419***COMMAND:HEARTBEAT_MESSAGE***      37737***     37742*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***22***1626069830.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.8944861#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.27, 0.01]#attitude|Attitude:pitch=-0.003241521772,yaw=-0.240883082151,roll=-0.0111751407385#airspeed|0.0#groundspeed|0.0heading|346#***      37865***     37884*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***22***1626069830.82***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.9491332#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.27, 0.01]#attitude|Attitude:pitch=-0.00323228677735,yaw=-0.240800410509,roll=-0.0111844586208#airspeed|0.0#groundspeed|0.0heading|346#***      37895***     37914*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***22***1626069830.89***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.9952656#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.27, 0.01]#attitude|Attitude:pitch=-0.00325184478424,yaw=-0.240972220898,roll=-0.0111646885052#airspeed|0.0#groundspeed|0.0heading|346#***      37958***     37970*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***11***1626069831.138486***COMMAND:HEARTBEAT_MESSAGE***      38174***     38177*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***12***1626069831.138684***COMMAND:HEARTBEAT_MESSAGE***      38174***     38178*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***10***1626069831.138238***COMMAND:HEARTBEAT_MESSAGE***      38174***     38179*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***14***1626069831.63966***COMMAND:HEARTBEAT_MESSAGE***      38659***     38662*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***13***1626069831.639422***COMMAND:HEARTBEAT_MESSAGE***      38659***     38663*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***15***1626069831.639801***COMMAND:HEARTBEAT_MESSAGE***      38659***     38664*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***23***1626069831.78***TELEMETRY#last_heartbeat|1.8986558#***      38796***     38809*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***23***1626069831.82***TELEMETRY#last_heartbeat|1.9534708#***      38831***     38848*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***23***1626069831.9***TELEMETRY#last_heartbeat|1.9999421#***      38891***     38896*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***17***1626069832.140844***COMMAND:HEARTBEAT_MESSAGE***      39120***     39123*** 

>>>>>> Average Network Delay for command packets: 5.000000 MilliSec.

LteSignalStrength= 0.004092 dBm*** LteSINR= 8626488985853.822266 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***16***1626069832.140584***COMMAND:HEARTBEAT_MESSAGE***      39120***     39124*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***18***1626069832.140982***COMMAND:HEARTBEAT_MESSAGE***      39120***     39125*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***20***1626069832.641978***COMMAND:HEARTBEAT_MESSAGE***      39604***     39607*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***19***1626069832.641711***COMMAND:HEARTBEAT_MESSAGE***      39604***     39608*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***21***1626069832.642105***COMMAND:HEARTBEAT_MESSAGE***      39604***     39609*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***24***1626069832.79***TELEMETRY#last_heartbeat|2.9022777#***      39738***     39757*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***24***1626069832.83***TELEMETRY#last_heartbeat|2.9582039#***      39771***     39791*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***24***1626069832.9***TELEMETRY#last_heartbeat|3.0041527#***      39827***     39846*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***23***1626069833.143099***COMMAND:HEARTBEAT_MESSAGE***      40052***     40055*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***22***1626069833.142845***COMMAND:HEARTBEAT_MESSAGE***      40052***     40056*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***24***1626069833.143283***COMMAND:HEARTBEAT_MESSAGE***      40052***     40057*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***26***1626069833.644294***COMMAND:HEARTBEAT_MESSAGE***      40541***     40544*** 

>>>>>> Average Network Delay for command packets: 5.000000 MilliSec.

LteSignalStrength= 0.009164 dBm*** LteSINR= 19318493228757.003906 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***25***1626069833.644008***COMMAND:HEARTBEAT_MESSAGE***      40541***     40545*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***27***1626069833.644463***COMMAND:HEARTBEAT_MESSAGE***      40541***     40546*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***25***1626069833.79***TELEMETRY#last_heartbeat|3.9063614#***      40658***     40677*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***25***1626069833.83***TELEMETRY#last_heartbeat|3.9624055#***      40693***     40713*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***25***1626069833.94***TELEMETRY#last_heartbeat|4.0466567#***      40782***     40801*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***29***1626069834.145565***COMMAND:HEARTBEAT_MESSAGE***      40968***     40972*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***28***1626069834.145213***COMMAND:HEARTBEAT_MESSAGE***      40968***     40973*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***30***1626069834.145766***COMMAND:HEARTBEAT_MESSAGE***      40968***     40974*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***32***1626069834.646807***COMMAND:HEARTBEAT_MESSAGE***      41443***     41446*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***31***1626069834.646513***COMMAND:HEARTBEAT_MESSAGE***      41443***     41447*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***33***1626069834.647033***COMMAND:HEARTBEAT_MESSAGE***      41443***     41448*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***26***1626069834.82***TELEMETRY#last_heartbeat|4.9323163#***      41581***     41600*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***26***1626069834.84***TELEMETRY#last_heartbeat|4.965778#***      41597***     41609*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***26***1626069834.95***TELEMETRY#last_heartbeat|5.0524189#***      41686***     41705*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***36***1626069835.14828***COMMAND:HEARTBEAT_MESSAGE***      41871***     41874*** 

>>>>>> Average Network Delay for command packets: 5.333333 MilliSec.

LteSignalStrength= 0.003910 dBm*** LteSINR= 8242311670826.040039 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***34***1626069835.147773***COMMAND:HEARTBEAT_MESSAGE***      41871***     41875*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***35***1626069835.148058***COMMAND:HEARTBEAT_MESSAGE***      41871***     41876*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***37***1626069835.64907***COMMAND:HEARTBEAT_MESSAGE***      42327***     42330*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***38***1626069835.649392***COMMAND:HEARTBEAT_MESSAGE***      42327***     42331*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***39***1626069835.649576***COMMAND:HEARTBEAT_MESSAGE***      42327***     42332*** 
ionGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.8459736#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.03, -0.27, 0.0]#attitude|Attitude:pitch=-0.00335056660697,yaw=-0.210474997759,roll=-0.0119936056435#airspeed|0.0#groundspeed|0.0heading|347#*** 

 TELEMETRY Recvd: @@@U_000***21***1626069829.77***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.843505000001#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.03, -0.27, 0.0]#attitude|Attitude:pitch=-0.0033387390431,yaw=-0.210386320949,roll=-0.0120035437867#airspeed|0.0#groundspeed|0.0heading|347#*** 

 TELEMETRY Recvd: @@@U_002***21***1626069829.85***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.946880799999#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.03, -0.27, 0.0]#attitude|Attitude:pitch=-0.00338622508571,yaw=-0.218479946256,roll=-0.0119257140905#airspeed|0.0#groundspeed|0.0heading|347#*** 

 TELEMETRY Recvd: @@@U_001***22***1626069830.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.8944861#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.27, 0.01]#attitude|Attitude:pitch=-0.003241521772,yaw=-0.240883082151,roll=-0.0111751407385#airspeed|0.0#groundspeed|0.0heading|346#*** 

 TELEMETRY Recvd: @@@U_000***22***1626069830.82***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.9491332#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.27, 0.01]#attitude|Attitude:pitch=-0.00323228677735,yaw=-0.240800410509,roll=-0.0111844586208#airspeed|0.0#groundspeed|0.0heading|346#*** 

 TELEMETRY Recvd: @@@U_002***22***1626069830.89***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.9952656#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.02, -0.27, 0.01]#attitude|Attitude:pitch=-0.00325184478424,yaw=-0.240972220898,roll=-0.0111646885052#airspeed|0.0#groundspeed|0.0heading|346#*** 

 TELEMETRY Recvd: @@@U_001***23***1626069831.78***TELEMETRY#last_heartbeat|1.8986558#*** 

 TELEMETRY Recvd: @@@U_000***23***1626069831.82***TELEMETRY#last_heartbeat|1.9534708#*** 

 TELEMETRY Recvd: @@@U_002***23***1626069831.9***TELEMETRY#last_heartbeat|1.9999421#*** 

 TELEMETRY Recvd: @@@U_001***24***1626069832.79***TELEMETRY#last_heartbeat|2.9022777#*** 
