
============GCS to UAV: Control Commands===========
 Publish MSG : @@@U_001***13***1627597345.94***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000789686338976,yaw=-0.121041439474,roll=0.000263508060016#heading|353#***      16099***     16118*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***13***1627597346.02***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#***      16126***     16138*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***101***1627597346.256716***COMMAND:HEARTBEAT_MESSAGE***      16232***     16235*** 

>>>>>> Average Network Delay for command packets: 4.200000 MilliSec.

LteSignalStrength= 0.001333 dBm*** LteSINR= 2810361085556.694824 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***102***1627597346.345085***COMMAND:HEARTBEAT_MESSAGE***      16241***     16245*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***103***1627597346.345945***COMMAND:HEARTBEAT_MESSAGE***      16247***     16250*** 

WifiSignalStrength= -73.783019 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***104***1627597346.381174***COMMAND:HEARTBEAT_MESSAGE***      16264***     16267*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***105***1627597346.452464***COMMAND:HEARTBEAT_MESSAGE***      16284***     16287*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***12***1627597346.8***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000877839920577,yaw=-0.120993874967,roll=0.000330226524966#airspeed|0.0#groundspeed|0.0heading|353#***      16386***     16405*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***14***1627597346.95***TELEMETRY#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000723959645256,yaw=-0.121132731438,roll=0.000226950112847#airspeed|0.0#groundspeed|0.0heading|353#***      16425***     16444*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***106***1627597347.133069***COMMAND:HEARTBEAT_MESSAGE***      16530***     16533*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***14***1627597347.3***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#airspeed|0.0#groundspeed|0.0***      16554***     16568*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***107***1627597347.356419***COMMAND:HEARTBEAT_MESSAGE***      16640***     16644*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***108***1627597347.550867***COMMAND:HEARTBEAT_MESSAGE***      16656***     16659*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***109***1627597347.627611***COMMAND:HEARTBEAT_MESSAGE***      16660***     16663*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***110***1627597347.640369***COMMAND:HEARTBEAT_MESSAGE***      16668***     16671*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***14***1627597347.67***TELEMETRY#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000659034703858,yaw=-0.121222279966,roll=0.000190912760445#airspeed|0.0#groundspeed|0.0heading|353#***      16670***     16682*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***13***1627597347.81***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#***      16722***     16734*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***13***1627597348.01***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000596913800109,yaw=-0.121307373047,roll=0.000156433699885#airspeed|0.0#groundspeed|0.0heading|353#***      16795***     16811*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***111***1627597348.157496***COMMAND:HEARTBEAT_MESSAGE***      16856***     16859*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***112***1627597348.206789***COMMAND:HEARTBEAT_MESSAGE***      16868***     16871*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***113***1627597348.265869***COMMAND:HEARTBEAT_MESSAGE***      16876***     16879*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***15***1627597348.24***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000709241605364,yaw=-0.121110871434,roll=0.000206005337532#airspeed|0.0#groundspeed|0.0heading|353#***      16868***     16880*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***114***1627597348.269503***COMMAND:HEARTBEAT_MESSAGE***      16880***     16884*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***115***1627597348.288734***COMMAND:HEARTBEAT_MESSAGE***      16892***     16895*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***15***1627597348.47***TELEMETRY#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000772084458731,yaw=-0.121017478406,roll=0.000239267275902#airspeed|0.0#groundspeed|0.0heading|353#***      16939***     16958*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***116***1627597348.871172***COMMAND:HEARTBEAT_MESSAGE***      17122***     17125*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***117***1627597348.971708***COMMAND:HEARTBEAT_MESSAGE***      17122***     17126*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***14***1627597349.04***TELEMETRY#battery|Battery:voltage=12.587,current=0.0,level=100#attitude|Attitude:pitch=0.000851200020406,yaw=-0.120956346393,roll=0.00029776620795#airspeed|0.0#groundspeed|0.0heading|353#***      17139***     17151*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***118***1627597348.972074***COMMAND:HEARTBEAT_MESSAGE***      17152***     17155*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***119***1627597349.081067***COMMAND:HEARTBEAT_MESSAGE***      17154***     17157*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***120***1627597349.099665***COMMAND:HEARTBEAT_MESSAGE***      17156***     17159*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***15***1627597349.1***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000647197535727,yaw=-0.12120243907,roll=0.000173261825694#airspeed|0.0#groundspeed|0.0heading|353#***      17155***     17169*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***14***1627597349.14***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000587829563301,yaw=-0.121289119124,roll=0.000141902812175#airspeed|0.0#groundspeed|0.0heading|353#***      17164***     17171*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***16***1627597349.26***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.00068399234442,yaw=-0.121072582901,roll=0.000182108546142#heading|353#***      17202***     17214*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***121***1627597349.601269***COMMAND:HEARTBEAT_MESSAGE***      17321***     17324*** 

>>>>>> Average Network Delay for command packets: 4.200000 MilliSec.

LteSignalStrength= 0.000444 dBm*** LteSINR= 936000647610.889160 dBm 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***16***1627597349.58***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000743767654058,yaw=-0.120977275074,roll=0.000212032580748#airspeed|0.0#groundspeed|0.0heading|353#***      17310***     17328*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***122***1627597349.645546***COMMAND:HEARTBEAT_MESSAGE***      17335***     17340*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***123***1627597349.716071***COMMAND:HEARTBEAT_MESSAGE***      17357***     17360*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***125***1627597349.792201***COMMAND:HEARTBEAT_MESSAGE***      17371***     17375*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***124***1627597349.746111***COMMAND:HEARTBEAT_MESSAGE***      17370***     17376*** 

WifiSignalStrength= -73.783019 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***126***1627597350.309066***COMMAND:HEARTBEAT_MESSAGE***      17573***     17576*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***127***1627597350.365101***COMMAND:HEARTBEAT_MESSAGE***      17582***     17585*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***15***1627597350.38***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000568546238355,yaw=-0.121254622936,roll=0.000124467856949#airspeed|0.0#groundspeed|0.0heading|353#***      17582***     17595*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***16***1627597350.38***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000624999927823,yaw=-0.12116574496,roll=0.00015268221614#airspeed|0.0#groundspeed|0.0heading|353#***      17582***     17596*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***15***1627597350.41***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000830891891383,yaw=-0.120930656791,roll=0.000270423857728#airspeed|0.0#groundspeed|0.0heading|353#***      17592***     17604*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***128***1627597350.377227***COMMAND:HEARTBEAT_MESSAGE***      17636***     17639*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***17***1627597350.55***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#airspeed|0.0#groundspeed|0.0***      17627***     17646*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***129***1627597350.661092***COMMAND:HEARTBEAT_MESSAGE***      17677***     17681*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***130***1627597350.693664***COMMAND:HEARTBEAT_MESSAGE***      17698***     17701*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***17***1627597350.86***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000710889347829,yaw=-0.12094540149,roll=0.000181853625691#airspeed|0.0#groundspeed|0.0heading|353#***      17720***     17732*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***131***1627597351.357614***COMMAND:HEARTBEAT_MESSAGE***      17985***     17988*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***132***1627597351.598274***COMMAND:HEARTBEAT_MESSAGE***      17998***     18001*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***18***1627597351.6***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.00065404351335,yaw=-0.121042355895,roll=0.000155141358846#airspeed|0.0#groundspeed|0.0heading|353#***      17985***     18004*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***133***1627597351.679471***COMMAND:HEARTBEAT_MESSAGE***      18010***     18014*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***16***1627597351.69***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000544259091839,yaw=-0.121227294207,roll=0.000103669277451#airspeed|0.0#groundspeed|0.0heading|353#***      18010***     18029*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***134***1627597351.705356***COMMAND:HEARTBEAT_MESSAGE***      18026***     18029*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***135***1627597351.75281***COMMAND:HEARTBEAT_MESSAGE***      18037***     18041*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***17***1627597351.77***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000597946811467,yaw=-0.121137097478,roll=0.000128874540678#airspeed|0.0#groundspeed|0.0heading|353#***      18034***     18048*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***16***1627597351.78***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000799696601462,yaw=-0.120888389647,roll=0.000240052351728#airspeed|0.0#groundspeed|0.0heading|353#***      18037***     18050*** 
