
============GCS to UAV: Control Commands===========
 TELEMETRY Recvd: @@@U_002***14***1626158904.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7872216#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000799908593763,yaw=-0.121094472706,roll=0.000284849375021#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_001***15***1626158905.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7575309#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000755155284423,yaw=-0.120870165527,roll=0.000202601630008#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_003***15***1626158905.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7494789#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000644129235297,yaw=-0.121059305966,roll=0.000150770472828#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_000***15***1626158905.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7517831#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.0, 0.0]#attitude|Attitude:pitch=0.000808735261671,yaw=-0.120779082179,roll=0.000227835669648#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_002***15***1626158905.52***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.8426944#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000699436466675,yaw=-0.120964661241,roll=0.000176448724233#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_001***16***1626158906.44***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7589408#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000663087237626,yaw=-0.120779566467,roll=9.66920561041e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_000***16***1626158906.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7454958#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000706038263161,yaw=-0.12068400532,roll=0.000110761451651#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_003***16***1626158906.47***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7420397#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000574305187911,yaw=-0.1
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***16***1626158906.44***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7589408#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000663087237626,yaw=-0.120779566467,roll=9.66920561041e-05#airspeed|0.0#groundspeed|0.0heading|353#***      18363***     18375*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***16***1626158906.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7454958#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000706038263161,yaw=-0.12068400532,roll=0.000110761451651#airspeed|0.0#groundspeed|0.0heading|353#***      18365***     18377*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***63***1626158906.509762***COMMAND:HEARTBEAT_MESSAGE***      18386***     18390*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***16***1626158906.47***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7420397#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000574305187911,yaw=-0.120979942381,roll=6.82337558828e-05#airspeed|0.0#groundspeed|0.0heading|353#***      18372***     18391*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***62***1626158906.509146***COMMAND:HEARTBEAT_MESSAGE***      18386***     18391*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***64***1626158906.510267***COMMAND:HEARTBEAT_MESSAGE***      18386***     18393*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***61***1626158906.50849***COMMAND:HEARTBEAT_MESSAGE***      18386***     18395*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***16***1626158906.52***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.8604737#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000604816828854,yaw=-0.120867177844,roll=5.5823045841e-05#airspeed|0.0#groundspeed|0.0heading|353#***      18387***     18399*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***65***1626158907.01155***COMMAND:HEARTBEAT_MESSAGE***      18606***     18609*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***68***1626158907.012806***COMMAND:HEARTBEAT_MESSAGE***      18606***     18611*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***66***1626158907.011895***COMMAND:HEARTBEAT_MESSAGE***      18606***     18612*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***67***1626158907.012234***COMMAND:HEARTBEAT_MESSAGE***      18606***     18613*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***17***1626158907.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7882223#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000601491599809,yaw=-0.12072891742,roll=2.56628354691e-05#airspeed|0.0#groundspeed|0.0heading|353#***      18799***     18811*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***17***1626158907.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7490263#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000635325966869,yaw=-0.120628908277,roll=3.05628345814e-05#airspeed|0.0#groundspeed|0.0heading|353#***      18803***     18815*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***71***1626158907.517335***COMMAND:HEARTBEAT_MESSAGE***      18822***     18825*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***70***1626158907.514643***COMMAND:HEARTBEAT_MESSAGE***      18822***     18826*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***72***1626158907.519068***COMMAND:HEARTBEAT_MESSAGE***      18822***     18827*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***17***1626158907.47***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7589944#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000531590019818,yaw=-0.120935760438,roll=1.6138297724e-05#airspeed|0.0#groundspeed|0.0heading|353#***      18809***     18828*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***69***1626158907.513799***COMMAND:HEARTBEAT_MESSAGE***      18822***     18828*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***17***1626158907.56***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.9141082#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000548693467863,yaw=-0.120825864375,roll=1.32503910208e-05#airspeed|0.0#groundspeed|0.0heading|353#***      18832***     18837*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***73***1626158908.020907***COMMAND:HEARTBEAT_MESSAGE***      19039***     19042*** 

>>>>>> Average Network Delay for command packets: 6.450000 MilliSec.

LteSignalStrength= 0.001612 dBm*** LteSINR= 3398903135818.750488 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***75***1626158908.022416***COMMAND:HEARTBEAT_MESSAGE***      19039***     19044*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***74***1626158908.021618***COMMAND:HEARTBEAT_MESSAGE***      19039***     19046*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***76***1626158908.023565***COMMAND:HEARTBEAT_MESSAGE***      19039***     19047*** 

WifiSignalStrength= -74.403909 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***18***1626158908.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7944157#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000558018684387,yaw=-0.120693013072,roll=-1.18635343824e-05#airspeed|0.0#groundspeed|0.0heading|353#***      19194***     19207*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***18***1626158908.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7600669#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000570333620999,yaw=-0.120587334037,roll=-1.03253714769e-05#airspeed|0.0#groundspeed|0.0heading|353#***      19197***     19209*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***18***1626158908.48***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7527685#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000494353473186,yaw=-0.120899669826,roll=-8.03920670478e-07#airspeed|0.0#groundspeed|0.0heading|353#***      19207***     19226*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***79***1626158908.526929***COMMAND:HEARTBEAT_MESSAGE***      19223***     19226*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***77***1626158908.52455***COMMAND:HEARTBEAT_MESSAGE***      19223***     19228*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***80***1626158908.527722***COMMAND:HEARTBEAT_MESSAGE***      19223***     19229*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***78***1626158908.52627***COMMAND:HEARTBEAT_MESSAGE***      19223***     19230*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***18***1626158908.61***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.9626477#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000520002504345,yaw=-0.120792344213,roll=-4.12169765696e-06#airspeed|0.0#groundspeed|0.0heading|353#***      19250***     19258*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***84***1626158909.030187***COMMAND:HEARTBEAT_MESSAGE***      19461***     19464*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***81***1626158909.029375***COMMAND:HEARTBEAT_MESSAGE***      19461***     19465*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***82***1626158909.029723***COMMAND:HEARTBEAT_MESSAGE***      19461***     19466*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***83***1626158909.029935***COMMAND:HEARTBEAT_MESSAGE***      19461***     19467*** 
20979942381,roll=6.82337558828e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_002***16***1626158906.52***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.8604737#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000604816828854,yaw=-0.120867177844,roll=5.5823045841e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_001***17***1626158907.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7882223#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000601491599809,yaw=-0.12072891742,roll=2.56628354691e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_000***17***1626158907.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7490263#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000635325966869,yaw=-0.120628908277,roll=3.05628345814e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_003***17***1626158907.47***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7589944#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000531590019818,yaw=-0.120935760438,roll=1.6138297724e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_002***17***1626158907.56***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.9141082#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000548693467863,yaw=-0.120825864375,roll=1.32503910208e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_001***18***1626158908.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7944157#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000558018684387,yaw=-0.120693013072,roll=-1.18635343824e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_000***18***1626158908.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7600669#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000570333620999,yaw=-0.120587334037,roll=-1.03253714769e-05#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_003***18***1626158908.48***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.7527685#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000494353473186,yaw=-0.120899669826,roll=-8.03920670478e-07#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_002***18***1626158908.61***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#last_heartbeat|0.9626477#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.000520002504345,yaw=-0.120792344213,roll=-4.12169765696e-06#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_000***19***1626158909.49***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.8532135#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.00039909518091,yaw=-0.122168086469,roll=-0.000501882925164#airspeed|0.0#groundspeed|0.0heading|353#*** 

 TELEMETRY Recvd: @@@U_001***19***1626158909.49***TELEMETRY#locat
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***19***1626158909.49***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=583.99#last_heartbeat|0.8532135#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[0.0, 0.0, 0.0]#attitude|Attitude:pitch=0.00039909518091,yaw=-0.122168086469,roll=-0.000501882925164#airspeed|0.0#groundspeed|0.0heading|353#***      19783***     19803*** 
